price	sqft	bathrooms	bedrooms	type	region	address	city
1350000	1543	2	2	Apt/Condo	Fairview	6-1375 W 10th Avenue	Vancouver
2125000	2054	4	4	Duplex	Mount Pleasant East	3133 Inverness Street	Vancouver
385000	596	1	1	Apt/Condo	Mount Pleasant East	315-830 E 7th Avenue	Vancouver
435000	461	1	1	Apt/Condo	Downtown West	711-1333 Hornby Street	Vancouver
784900	825	2	2	Apt/Condo	Downtown East	808-189 Keefer Street	Vancouver
1258000	1760	3	2	Townhouse	Fairview	856 W 6th Avenue	Vancouver
4388000	3524	6	4	House	Dunbar	4742 Collingwood Street	Vancouver
1399000	1005	2	2	Apt/Condo	Downtown West	3606-833 Seymour Street	Vancouver
798000	823	2	2	Apt/Condo	University (Ubc)	210-6328 Larkin Drive	Vancouver
1488000	2650	2	6	House	Renfrew	2243 Renfrew Street	Vancouver
3770000	2947	5	4	House	Kerrisdale	2990 W 39th Avenue	Vancouver
1175000	1124	2	3	Apt/Condo	Downtown West	2109-788 Hamilton Street	Vancouver
529800	679	1	1	Apt/Condo	Kitsilano	101-2020 Trafalgar Street	Vancouver
3688000	1878	3	2	Apt/Condo	Yaletown	1802-1501 Howe Street	Vancouver
9980000	6102	7	6	House	Shaughnessy	1539 W King Edward Avenue	Vancouver
1455000	2220	3	5	House	South Vancouver	419 E 60th Avenue	Vancouver
3199000	1642	3	2	Townhouse	Coal Harbour	104-323 Jervis Street	Vancouver
588000	655	1	1	Apt/Condo	Fairview	PH7-3089 Oak Street	Vancouver
4288000	2906	5	4	House	Point Grey	4183 W 14th Avenue	Vancouver
2588000	1697	3	3	Apt/Condo	Coal Harbour	3403-1189 Melville Street	Vancouver
769900	676	1	1	Apt/Condo	Yaletown	203-1275 Hamilton Street	Vancouver
2385000	1412	2	3	Apt/Condo	South Granville	805-1571 W 57th Avenue	Vancouver
1299000	1000	2	2	Apt/Condo	Yaletown	2008-198 Aquarius Mews	Vancouver
650000	783	2	3	Apt/Condo	Renfrew	303-1838 Renfrew Street	Vancouver
5638000	6057	8	9	House	South Granville	1238 W 45th Avenue	Vancouver
2798000	3378	4	4	House	Southlands	8535 Captains Cove	Vancouver
849000	962	1	2	Apt/Condo	Dunbar	103-3621 W 26th Avenue	Vancouver
2480000	2832	4	6	House	Arbutus	2848 W 23rd Avenue	Vancouver
929000	908	2	2	Apt/Condo	West End	205-1928 Nelson Street	Vancouver
609900	489	1	1	Apt/Condo	Downtown West	1511-1283 Howe Street	Vancouver
699000	833	1	1	Apt/Condo	Fairview	103-1005 W 7th Avenue	Vancouver
688000	631	1	1	Apt/Condo	Strathcona	719-221 Union Street	Vancouver
598800	714	1	2	Apt/Condo	West End	401-1080 Pacific Street	Vancouver
2880000	3846	4	5	Duplex	University (Ubc)	5992 Chancellor Boulevard	Vancouver
2425000	3174	3	4	House	Southlands	3676 W 50th Avenue	Vancouver
1388000	1311	2	2	Townhouse	Fairview	203-1024 W 7th Avenue	Vancouver
1299900	1437	2	3	Townhouse	Fraser East	780 E 29th Avenue	Vancouver
599000	618	1	1	Apt/Condo	Downtown East	510-1 E Cordova Street	Vancouver
2875000	2344	4	5	Townhouse	Kitsilano	2151 Maple Street	Vancouver
2820000	2227	4	5	Townhouse	Kitsilano	2171 Maple Street	Vancouver
1388000	2596	3	5	House	Renfrew	2612 Kitchener Street	Vancouver
463000	575	1	1	Apt/Condo	Colngwood	202-3638 Vanness Avenue	Vancouver
2299000	1801	3	3	House	Fraser East	3438 St. George Street	Vancouver
668800	654	1	1	Apt/Condo	Cambie	217-3228 Tupper Street	Vancouver
868000	780	1	1	Apt/Condo	Downtown West	1808-1238 Seymour Street	Vancouver
4990000	3841	6	5	House	Point Grey	4028 W 11th Avenue	Vancouver
2990000	2479	4	4	House	Point Grey	4363 W 12th Avenue	Vancouver
749000	635	1	1	Apt/Condo	Cambie	306-528 W King Edward Avenue	Vancouver
1398000	1946	4	4	Duplex	Colngwood	5446 Clarendon Street	Vancouver
1599000	2538	2	5	House	Mount Pleasant East	986 E 10th Avenue	Vancouver
749900	675	1	1	Apt/Condo	Yaletown	2210-939 Expo Boulevard	Vancouver
1080000	1216	2	2	Apt/Condo	University (Ubc)	107-5955 Birney Avenue	Vancouver
17800000	3304	5	5	House	Kitsilano	3197 Point Grey Road	Vancouver
2548000	2300	3	4	Apt/Condo	University (Ubc)	806/807-5615 Hampton Place	Vancouver
799900	904	1	2	Apt/Condo	Fairview	E304-628 W 12th Avenue	Vancouver
3680000	2787	6	6	House	Point Grey	3838 W 15th Avenue	Vancouver
1699000	1708	3	4	Townhouse	Fairview	2210 Willow Street	Vancouver
8988000	1739	3	2	Apt/Condo	Yaletown	PH8-1480 Howe Street	Vancouver
1499000	1121	2	2	Apt/Condo	Yaletown	2607-1408 Strathmore Mews	Vancouver
3189000	2935	5	6	House	Main	68 E 39th Avenue	Vancouver
759000	864	2	2	Apt/Condo	University (Ubc)	410-2388 Western Parkway	Vancouver
3880000	1670	1	3	House	Dunbar	3865 W 37th Avenue	Vancouver
1599000	1264	2	2	Apt/Condo	Yaletown	906-1500 Hornby Street	Vancouver
435000	692	1	1	Apt/Condo	Hastings	240-2390 Mcgill Street	Vancouver
788000	820	1	1	Apt/Condo	University (Ubc)	302-5605 Hampton Place	Vancouver
5980000	3662	4	4	House	Point Grey	4336 Locarno Crescent	Vancouver
1398000	1121	2	2	Townhouse	Fairview	1143 W 8th Avenue	Vancouver
1080000	1700	2	3	House	Colngwood	3382 Church Street	Vancouver
759998	1053	2	3	Townhouse	Colngwood	2498 E 34th Avenue	Vancouver
1999000	1230	2	2	Apt/Condo	Downtown West	2801-1188 Howe Street	Vancouver
1259000	1136	2	2	Apt/Condo	Cambie	202-5699 Baillie Street	Vancouver
2199000	2066	4	4	House	Grandview East	1979 Charles Street	Vancouver
